transaction_row_id,transaction_id,customer_id,project_id,unit_id,demand_amount,collected_amount,outstanding_amount,discount_amount,refund_amount,payment_delay_days,payment_gap_days,demand_date,payment_date,risk_score,risk_severity,recommended_action,violations_count,violations,anomaly_details,fraud_label,auditor_comments,reviewed_at,uploaded_at,ml_probability,rule_violation_score,z_score_max,iqr_anomaly_score,isolation_forest_score,amount_mismatch_score,delay_risk_score,discount_risk_score,refund_risk_score,final_risk_score,risk_level,detected_anomaly,anomaly_reason
513783,TXN001006,CUST6272,PROJ-1004,D-2308,2164000.0,2164000.0,0.0,0.0,0.0,6,6.0,2024-04-17,2024-04-23,40,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.8404667092532578,0,2.4083,0,0.0,0.0,30,0,0,40,MEDIUM,True,[High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
513965,TXN001007,CUST7155,PROJ-1002,B-2501,1145000.0,1145000.0,0.0,0.0,0.0,0,0.0,2024-04-26,2024-04-26,25,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0129, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9351238251273122,0,0.6192,0,-0.0129,0.0,0,0,0,25,MEDIUM,True,[ML Outlier] Abnormal combination of financial and temporal behavior
513156,TXN001008,CUST9113,PROJ-1007,B-2109,647000.0,647000.0,0.0,0.0,0.0,1,1.0,2024-10-30,2024-10-31,50,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 2, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}, {'case': 'Rapid Unit Reassignment Flag', 'reason': 'Physical property unit reassigned across 3 unique customers in a 15-day window.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.933271426223688,0,0.7833,0,0.0,0.0,5,0,0,50,HIGH,True,[High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.; [Rapid Unit Reassignment Flag] Physical property unit reassigned across 3 unique customers in a 15-day window.
512028,TXN001009,CUST5441,PROJ-1005,E-1110,1391000.0,1391000.0,0.0,0.0,0.0,15,15.0,2024-07-28,2024-08-12,35,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.",1,"[{'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (7 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.3732948388789685,25,1.0511,0,0.0,0.0,75,0,0,35,MEDIUM,True,[RV-31] demand_date falls on weekend or public holiday; [Bulk System Glitch Flag] System daily demand volume (7 invoices) exceeds upper global threshold (6.0).
514110,TXN001010,CUST9509,PROJ-1006,E-0908,721000.0,513000.0,208000.0,0.0,0.0,2,2.0,2024-05-18,2024-05-20,75,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 75)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0141, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.93518907937868,50,0.6401,0,-0.0141,0.0,10,0,0,75,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-31] demand_date falls on weekend or public holiday; [ML Outlier] Abnormal combination of financial and temporal behavior
511989,TXN001011,CUST1160,PROJ-1008,C-1403,1093000.0,1039000.0,0.0,54000.0,0.0,1,1.0,2025-12-11,2025-12-12,85,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 85)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: discount_amount (IQR=1.00); [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'discount_amount (IQR=1.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 4, 'groupwise_anomalies': [{'case': 'Demand Outlier Flag', 'reason': 'Demand (1,093,000) exceeds local fence (115,000)'}, {'case': 'Collection Outlier Flag', 'reason': 'Collection (1,039,000) exceeds local fence (115,000)'}, {'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}, {'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (8 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0075, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9601688680951004,0,1.1034,20,-0.0075,0.0,5,4,0,85,CRITICAL,True,"[IQR Outlier] discount_amount (IQR=1.00); [Demand Outlier Flag] Demand (1,093,000) exceeds local fence (115,000); [Collection Outlier Flag] Collection (1,039,000) exceeds local fence (115,000); [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.; [Bulk System Glitch Flag] System daily demand volume (8 invoices) exceeds upper global threshold (6.0).; [ML Outlier] Abnormal combination of financial and temporal behavior"
511837,TXN001012,CUST6423,PROJ-1008,A-0210,1123000.0,1100000.0,0.0,23000.0,0.0,0,0.0,2025-10-05,2025-10-05,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: discount_amount (IQR=1.00); [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,2,"[{'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'discount_amount (IQR=1.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (8 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0735, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9858218666926596,50,0.5962,20,-0.0735,0.0,0,2,0,100,CRITICAL,True,[RV-31] demand_date falls on weekend or public holiday; [RV-32] payment_date falls on weekend or public holiday; [IQR Outlier] discount_amount (IQR=1.00); [Bulk System Glitch Flag] System daily demand volume (8 invoices) exceeds upper global threshold (6.0).; [ML Outlier] Abnormal combination of financial and temporal behavior
512225,TXN001013,CUST5498,PROJ-1004,C-2707,1641000.0,0.0,1641000.0,0.0,0.0,17,,2025-07-28,,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [SOP-Z-OUTSTANDING_AMOUNT] - Audit massive outstanding balance mismatch. Reconcile ledger manual entries.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: outstanding_amount (IQR=403250.00); [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,0,[],"{'zscore_flagged': True, 'zscore_reason': 'outstanding_amount (Z=3.28)', 'iqr_flagged': True, 'iqr_reason': 'outstanding_amount (IQR=403250.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Phantom Billing Flag', 'reason': 'Owed/Demand ratio (1.00) exceeds local fence (0.94) - Potential Phantom Billing'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0378, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9218680164363118,0,3.2841,20,-0.0378,0.0,85,0,0,100,CRITICAL,True,[Z-Score Outlier] outstanding_amount (Z=3.28); [IQR Outlier] outstanding_amount (IQR=403250.00); [Phantom Billing Flag] Owed/Demand ratio (1.00) exceeds local fence (0.94) - Potential Phantom Billing; [ML Outlier] Abnormal combination of financial and temporal behavior
513749,TXN001014,CUST2269,PROJ-1004,E-0502,894000.0,867000.0,0.0,27000.0,0.0,14,14.0,2025-10-22,2025-11-05,20,LOW,Safe Ledger Entry. No material rule violations or anomalous outlier signatures detected. Approved for standard financial archiving.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: discount_amount (IQR=1.00),0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'discount_amount (IQR=1.00)', 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.7485488973266833,0,0.5959,20,0.0,0.0,70,3,0,20,LOW,True,[IQR Outlier] discount_amount (IQR=1.00)
513321,TXN001015,CUST5542,PROJ-1006,E-2208,776000.0,0.0,764000.0,12000.0,0.0,4,,2025-09-21,,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: discount_amount (IQR=1.00); [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'discount_amount (IQR=1.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0859, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9286741790297426,50,1.3912,20,-0.0859,0.0,20,1,0,100,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-31] demand_date falls on weekend or public holiday; [IQR Outlier] discount_amount (IQR=1.00); [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.; [ML Outlier] Abnormal combination of financial and temporal behavior
512121,TXN001016,CUST3700,PROJ-1003,D-2801,882000.0,882000.0,0.0,0.0,0.0,6,6.0,2025-03-26,2025-04-01,65,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.,1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9326346882110792,25,0.5959,0,0.0,0.0,30,0,0,65,HIGH,True,[RV-08] transaction_id sequential gap > 1000; [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.
513557,TXN001017,CUST6359,PROJ-1008,C-1702,1187000.0,490000.0,697000.0,0.0,0.0,4,4.0,2025-06-18,2025-06-22,50,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0454, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9210063278141636,25,1.0521,0,-0.0454,0.0,20,0,0,50,HIGH,True,[RV-32] payment_date falls on weekend or public holiday; [ML Outlier] Abnormal combination of financial and temporal behavior
513908,TXN001018,CUST4504,PROJ-1002,B-2105,1058000.0,647000.0,411000.0,0.0,0.0,22,22.0,2025-07-25,2025-08-16,60,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Bulk System Glitch Flag', 'reason': 'System daily collection volume (8 payments) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.692709097493261,50,0.6828,0,0.0,0.0,100,0,0,60,HIGH,True,[RV-08] transaction_id sequential gap > 1000; [RV-32] payment_date falls on weekend or public holiday; [Bulk System Glitch Flag] System daily collection volume (8 payments) exceeds upper global threshold (6.0).
514304,TXN001019,CUST3916,PROJ-1006,A-2806,1308000.0,1308000.0,0.0,0.0,0.0,20,20.0,2025-07-27,2025-08-16,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,2,"[{'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 2, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}, {'case': 'Bulk System Glitch Flag', 'reason': 'System daily collection volume (8 payments) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0231, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.7022425591495185,50,0.9054,0,-0.0231,0.0,100,0,0,100,CRITICAL,True,[RV-31] demand_date falls on weekend or public holiday; [RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.; [Bulk System Glitch Flag] System daily collection volume (8 payments) exceeds upper global threshold (6.0).; [ML Outlier] Abnormal combination of financial and temporal behavior
512228,TXN001020,CUST7266,PROJ-1004,C-0612,403000.0,403000.0,0.0,0.0,0.0,4,4.0,2024-11-13,2024-11-17,65,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9390361168074912,25,1.2554,0,0.0,0.0,20,0,0,65,HIGH,True,[RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
512415,TXN001021,CUST5157,PROJ-1006,E-3001,1573000.0,1546000.0,0.0,27000.0,0.0,12,12.0,2025-12-13,2025-12-25,45,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: discount_amount (IQR=1.00)",1,"[{'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'discount_amount (IQR=1.00)', 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.8702960111500221,25,1.3232,20,0.0,0.0,60,1,0,45,MEDIUM,True,[RV-31] demand_date falls on weekend or public holiday; [IQR Outlier] discount_amount (IQR=1.00)
514046,TXN001022,CUST1937,PROJ-1005,E-2701,1137000.0,1137000.0,0.0,0.0,0.0,13,13.0,2025-10-25,2025-11-07,25,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.",1,"[{'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.5020701241642277,25,0.6051,0,0.0,0.0,65,0,0,25,MEDIUM,True,[RV-31] demand_date falls on weekend or public holiday
513271,TXN001023,CUST1625,PROJ-1002,C-0110,786000.0,786000.0,0.0,0.0,0.0,0,0.0,2024-05-02,2024-05-02,40,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 2, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}, {'case': 'Bulk System Glitch Flag', 'reason': 'System daily collection volume (7 payments) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.90540124823726,0,0.5962,0,0.0,0.0,0,0,0,40,MEDIUM,True,[High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.; [Bulk System Glitch Flag] System daily collection volume (7 payments) exceeds upper global threshold (6.0).
513010,TXN001024,CUST6148,PROJ-1001,A-2809,1694000.0,1694000.0,0.0,0.0,0.0,17,17.0,2025-11-19,2025-12-06,90,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 90)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.4359008289076329,50,1.5831,0,0.0,0.0,85,0,0,90,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
514152,TXN001025,CUST3772,PROJ-1006,E-2406,1030000.0,620000.0,410000.0,0.0,0.0,2,2.0,2024-03-07,2024-03-09,90,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 90)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 2, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}, {'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (7 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0267, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9642358944383884,25,0.48,0,-0.0267,0.0,10,0,0,90,CRITICAL,True,[RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.; [Bulk System Glitch Flag] System daily demand volume (7 invoices) exceeds upper global threshold (6.0).; [ML Outlier] Abnormal combination of financial and temporal behavior
512831,TXN001026,CUST5368,PROJ-1003,A-0608,444000.0,444000.0,0.0,0.0,0.0,13,13.0,2025-10-12,2025-10-25,60,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.,2,"[{'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (9 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.771800939432468,50,1.176,0,0.0,0.0,65,0,0,60,HIGH,True,[RV-31] demand_date falls on weekend or public holiday; [RV-32] payment_date falls on weekend or public holiday; [Bulk System Glitch Flag] System daily demand volume (9 invoices) exceeds upper global threshold (6.0).
