transaction_id,customer_id,project_id,unit_id,demand_amount,collected_amount,outstanding_amount,discount_amount,refund_amount,payment_delay_days,demand_date,payment_date
TXN000327,CUST5453,PROJ-1008,D-2308,1180000,1180000,0,0,0,29,2024-03-01,2024-03-30
TXN001402,CUST9919,PROJ-1002,A-2004,696000,696000,0,0,0,10,2025-02-18,2025-02-28
TXN001334,CUST4759,PROJ-1001,E-0907,804000,0,804000,0,0,7,2025-04-05,
TXN000187,CUST9715,PROJ-1007,D-2704,1083000,0,1083000,0,0,1,2024-04-25,
TXN000943,CUST2161,PROJ-1007,E-0303,1625000,1580000,0,45000,0,3,2024-01-24,2024-01-27
TXN002130,CUST5093,PROJ-1006,B-1004,1018000,1018000,0,0,0,1,2025-05-01,2025-05-02
TXN001361,CUST3305,PROJ-1005,C-0903,1306000,1253000,0,53000,0,4,2024-12-22,2024-12-26
TXN001890,CUST6542,PROJ-1004,B-2409,999000,999000,0,0,0,21,2024-08-11,2024-09-01
TXN000344,CUST1209,PROJ-1007,E-0401,652000,511000,136000,5000,0,3,2025-11-30,2025-12-03
TXN002328,CUST7899,PROJ-1006,B-2210,2150000,2150000,0,0,0,30,2024-10-12,2024-11-11
TXN000163,CUST3662,PROJ-1006,D-2012,1423000,1423000,0,0,0,8,2025-12-26,2026-01-03
TXN001464,CUST6967,PROJ-1002,B-1305,471000,151000,320000,0,0,13,2024-08-09,2024-08-22
TXN000092,CUST2035,PROJ-1004,D-3012,1481000,0,1481000,0,0,15,2024-11-07,
TXN000316,CUST1230,PROJ-1006,C-2509,619000,619000,0,0,0,20,2025-12-11,2025-12-31
TXN001490,CUST6723,PROJ-1008,B-2312,1500000,655000,845000,0,0,15,2024-03-03,2024-03-18
TXN000074,CUST8178,PROJ-1005,D-0401,1502000,1502000,0,0,0,1,2025-02-21,2025-02-22
TXN000920,CUST9224,PROJ-1005,E-0502,950000,950000,0,0,0,4,2024-03-23,2024-03-27
TXN001468,CUST6421,PROJ-1003,E-2607,561000,561000,0,0,0,14,2025-03-01,2025-03-15
TXN001091,CUST8732,PROJ-1005,C-1203,1150000,1150000,0,0,0,6,2024-11-11,2024-11-17
TXN000321,CUST1152,PROJ-1004,C-1411,573000,573000,0,0,0,7,2024-04-17,2024-04-24
TXN001028,CUST3990,PROJ-1002,A-0606,2314000,765000,1549000,0,0,6,2025-01-18,2025-01-24
TXN001495,CUST4395,PROJ-1002,B-0411,930000,930000,0,0,0,14,2025-09-12,2025-09-26
TXN001797,CUST4369,PROJ-1008,D-2507,1061000,1023000,0,38000,0,3,2025-08-04,2025-08-07
TXN000636,CUST7766,PROJ-1007,A-1511,1531000,321000,1210000,0,0,6,2025-11-08,2025-11-14
TXN001078,CUST9574,PROJ-1006,C-1308,1151000,1151000,0,0,0,26,2025-11-15,2025-12-11
TXN001241,CUST5873,PROJ-1001,A-2902,949000,646000,303000,0,0,1,2024-07-28,2024-07-29
TXN001207,CUST4730,PROJ-1006,B-1311,1622000,1622000,0,0,0,3,2025-03-12,2025-03-15
TXN000799,CUST8858,PROJ-1003,D-1711,2464000,501000,1949000,14000,0,12,2025-03-11,2025-03-23
TXN001678,CUST8758,PROJ-1004,C-1302,1566000,1566000,0,0,0,8,2024-09-14,2024-09-22
TXN001442,CUST7979,PROJ-1004,B-2809,721000,282000,439000,0,0,4,2024-01-30,2024-02-03
TXN001438,CUST3763,PROJ-1001,E-1101,1015000,466000,549000,0,0,30,2024-10-18,2024-11-17
TXN000085,CUST7951,PROJ-1005,C-1505,1003000,1003000,0,0,0,8,2025-01-02,2025-01-10
TXN002224,CUST5625,PROJ-1003,B-1307,699000,699000,0,0,0,0,2025-07-26,2025-07-26
TXN001378,CUST8357,PROJ-1004,D-0610,793000,0,793000,0,0,6,2024-01-21,
TXN000781,CUST8107,PROJ-1006,B-2112,757000,576000,169000,12000,0,13,2025-10-30,2025-11-12
TXN001107,CUST8203,PROJ-1003,A-2707,533000,533000,0,0,0,6,2024-02-20,2024-02-26
TXN001072,CUST1979,PROJ-1008,C-2607,491000,228000,263000,0,0,1,2024-05-07,2024-05-08
TXN001584,CUST9669,PROJ-1008,D-2610,491000,471000,0,20000,0,8,2024-03-20,2024-03-28
TXN002434,CUST8887,PROJ-1001,A-1206,1561000,910000,651000,0,0,3,2024-11-09,2024-11-12
TXN000156,CUST6658,PROJ-1006,D-0506,2178000,2143000,0,35000,0,1,2024-05-24,2024-05-25
TXN000286,CUST2207,PROJ-1008,A-1001,1074000,1074000,0,0,0,2,2025-01-19,2025-01-21
TXN000694,CUST5102,PROJ-1006,B-0408,957000,957000,0,0,0,26,2024-08-30,2024-09-25
TXN001422,CUST3539,PROJ-1008,D-2102,1301000,396000,905000,0,0,4,2024-08-09,2024-08-13
TXN001884,CUST1747,PROJ-1007,E-1503,1002000,694000,290000,18000,0,14,2025-01-13,2025-01-27
TXN001129,CUST3298,PROJ-1007,B-1603,1010000,1010000,0,0,0,3,2024-07-17,2024-07-20
TXN002299,CUST8415,PROJ-1007,D-0204,443000,425000,0,18000,0,12,2025-12-02,2025-12-14
TXN000339,CUST9689,PROJ-1001,A-1807,2013000,0,2013000,0,0,18,2025-12-09,
TXN002268,CUST9107,PROJ-1006,A-2611,1120000,1120000,0,0,0,11,2025-02-21,2025-03-04
TXN001071,CUST2152,PROJ-1007,D-0912,1254000,0,1254000,0,0,14,2024-01-25,
TXN000164,CUST1272,PROJ-1008,C-1111,518000,317000,201000,0,0,9,2024-01-28,2024-02-06
TXN001579,CUST3988,PROJ-1007,A-1205,1799000,718000,1081000,0,0,0,2025-12-06,2025-12-06
TXN000668,CUST5644,PROJ-1005,B-0612,502000,492000,0,10000,0,4,2025-08-09,2025-08-13
TXN002153,CUST7365,PROJ-1003,A-1409,1654000,1654000,0,0,0,7,2025-11-02,2025-11-09
TXN000725,CUST7407,PROJ-1007,B-0403,1877000,0,1877000,0,0,4,2024-07-30,
TXN002582,CUST5014,PROJ-1008,D-2806,1560000,-196000,0,0,0,14,2024-03-14,2024-03-28
TXN001547,CUST7901,PROJ-1004,C-0807,705000,705000,0,0,0,5,2024-02-27,2024-03-03
TXN001967,CUST1696,PROJ-1005,D-2901,633000,633000,0,0,0,6,2024-03-08,2024-03-14
TXN002170,CUST7594,PROJ-1004,E-1901,1654000,1654000,0,0,0,14,2025-05-19,2025-06-02
TXN000679,CUST5990,PROJ-1003,E-1408,562000,562000,0,0,0,14,2024-06-21,2024-07-05
TXN001046,CUST3635,PROJ-1001,C-0510,1805000,819000,986000,0,39000,4,2024-02-25,2024-02-29
TXN001276,CUST4922,PROJ-1006,E-0706,1001000,1001000,0,0,0,9,2024-09-27,2024-10-06
TXN000711,CUST6272,PROJ-1003,C-1712,1250000,1250000,0,0,0,24,2025-10-15,2025-11-08
TXN000612,CUST3627,PROJ-1002,C-1702,1241000,586000,655000,0,0,14,2024-01-29,2024-02-12
TXN002086,CUST2640,PROJ-1004,C-1106,467000,467000,0,0,0,1,2025-10-21,2025-10-22
TXN002382,CUST2689,PROJ-1005,A-3012,837000,837000,0,0,0,30,2024-12-31,2025-01-30
TXN000853,CUST8331,PROJ-1006,B-1105,1454000,966000,488000,0,0,3,2025-01-31,2025-02-03
TXN002078,CUST6249,PROJ-1002,D-2001,2219000,2219000,0,0,0,10,2025-12-30,2026-01-09
TXN002564,CUST4700,PROJ-1006,D-0207,822000,802000,0,20000,0,233,2025-09-05,2026-04-26
TXN001560,CUST1772,PROJ-1005,A-2207,1120000,1120000,0,0,0,19,2024-05-29,2024-06-17
TXN001000,CUST6114,PROJ-1004,C-1409,458000,458000,0,0,0,8,2025-11-02,2025-11-10
TXN001142,CUST2481,PROJ-1002,D-1110,1171000,1171000,0,0,0,7,2025-12-25,2026-01-01
TXN000381,CUST9561,PROJ-1001,A-1701,1186000,1186000,0,0,0,2,2024-04-19,2024-04-21
TXN002389,CUST2684,PROJ-1003,E-2906,1972000,456000,1516000,0,0,13,2025-08-24,2025-09-06
TXN002229,CUST3734,PROJ-1004,D-2608,978000,978000,0,0,0,4,2025-05-28,2025-06-01
TXN000030,CUST1158,PROJ-1007,A-0312,1172000,1147000,0,25000,0,4,2024-02-12,2024-02-16
TXN001114,CUST1423,PROJ-1001,C-0108,376000,376000,0,0,0,12,2025-09-04,2025-09-16
TXN001607,CUST6070,PROJ-1008,A-2210,422000,320000,98000,4000,0,9,2024-04-07,2024-04-16
TXN001615,CUST4627,PROJ-1002,C-2910,1365000,473000,892000,0,0,11,2025-01-17,2025-01-28
TXN001282,CUST2760,PROJ-1005,E-1805,701000,701000,0,0,0,8,2025-11-07,2025-11-15
TXN000267,CUST6145,PROJ-1008,D-0409,1608000,1608000,0,0,0,1,2024-05-02,2024-05-03
TXN000216,CUST6443,PROJ-1007,E-1306,851000,474000,377000,0,0,4,2024-11-03,2024-11-07
TXN000129,CUST2680,PROJ-1006,E-2802,888000,0,888000,0,0,13,2024-05-30,
TXN000386,CUST9536,PROJ-1007,C-2310,392000,392000,0,0,0,24,2025-11-03,2025-11-27
TXN000857,CUST8222,PROJ-1003,C-1710,1192000,925000,239000,28000,0,9,2024-02-13,2024-02-22
TXN000722,CUST7247,PROJ-1007,B-1302,1810000,1810000,0,0,0,10,2025-04-07,2025-04-17
TXN000936,CUST2117,PROJ-1007,D-1308,2382000,2382000,0,0,0,7,2025-11-05,2025-11-12
TXN001686,CUST3976,PROJ-1006,B-0403,383000,187000,193000,3000,0,3,2025-01-22,2025-01-25
TXN001744,CUST9218,PROJ-1004,E-2907,825000,415000,410000,0,0,1,2025-10-12,2025-10-13
TXN000332,CUST6253,PROJ-1008,B-1105,566000,566000,0,0,0,1,2024-08-28,2024-08-29
TXN001750,CUST9150,PROJ-1006,B-2411,379000,263000,116000,0,0,5,2025-06-30,2025-07-05
TXN001430,CUST7147,PROJ-1002,E-0210,884000,347000,537000,0,0,5,2025-04-09,2025-04-14
TXN000848,CUST3666,PROJ-1005,E-0402,612000,612000,0,0,0,24,2025-10-15,2025-11-08
TXN001100,CUST9392,PROJ-1001,C-0110,534000,534000,0,0,0,7,2025-07-05,2025-07-12
TXN000139,CUST5150,PROJ-1008,A-2511,900000,359000,541000,0,0,15,2024-05-07,2024-05-22
TXN001008,CUST9113,PROJ-1007,B-2109,647000,647000,0,0,0,1,2024-10-30,2024-10-31
TXN002057,CUST5499,PROJ-1007,A-0101,1049000,719000,330000,0,0,4,2024-05-15,2024-05-19
TXN000361,CUST9992,PROJ-1001,D-2109,452000,452000,0,0,0,7,2025-08-17,2025-08-24
TXN001383,CUST9486,PROJ-1002,B-2008,521000,205000,316000,0,0,11,2024-06-17,2024-06-28
TXN001883,CUST6398,PROJ-1008,A-0504,1780000,1780000,0,0,0,3,2025-01-05,2025-01-08
TXN002463,CUST7180,PROJ-1008,B-2410,803000,192000,611000,0,0,2,2025-03-02,2025-03-04
TXN001993,CUST1110,PROJ-1005,C-0805,770000,760000,0,10000,0,6,2024-07-17,2024-07-23
TXN000509,CUST3525,PROJ-1003,D-2507,750000,750000,0,0,0,13,2025-08-14,2025-08-27
TXN000495,CUST7208,PROJ-1002,C-1611,347000,347000,0,0,0,15,2025-10-13,2025-10-28
TXN002132,CUST5036,PROJ-1007,E-0107,506000,506000,0,0,0,10,2025-08-27,2025-09-06
TXN002525,CUST5479,PROJ-1001,B-0511,1792000,1792000,543000,0,0,2,2025-09-27,2025-09-29
TXN000921,CUST8752,PROJ-1001,C-0811,943000,709000,234000,0,0,4,2025-09-03,2025-09-07
TXN000268,CUST1660,PROJ-1005,B-2706,696000,696000,0,0,0,11,2024-02-20,2024-03-02
TXN000269,CUST3848,PROJ-1005,A-1308,2154000,611000,1543000,0,0,0,2024-01-13,2024-01-13
TXN002255,CUST1402,PROJ-1006,A-2411,1314000,0,1314000,0,0,18,2024-06-25,
TXN000776,CUST9110,PROJ-1004,C-2307,475000,0,457000,18000,0,1,2024-08-18,
TXN002164,CUST2891,PROJ-1002,B-1211,465000,0,465000,0,0,5,2024-05-29,
TXN000476,CUST2936,PROJ-1001,A-1511,409000,409000,0,0,0,5,2024-12-07,2024-12-12
TXN000648,CUST1770,PROJ-1004,A-1205,1510000,1446000,0,64000,0,4,2024-03-06,2024-03-10
TXN000062,CUST9751,PROJ-1001,B-0901,590000,384000,206000,0,0,19,2024-04-15,2024-05-04
TXN001521,CUST4822,PROJ-1004,B-2506,692000,692000,0,0,0,9,2025-08-28,2025-09-06
TXN002138,CUST1185,PROJ-1005,B-1310,1330000,411000,919000,0,0,12,2025-02-27,2025-03-11
TXN001257,CUST6751,PROJ-1007,D-0107,556000,556000,0,0,0,1,2024-04-04,2024-04-05
TXN000687,CUST5967,PROJ-1002,B-0808,839000,273000,566000,0,0,29,2024-07-19,2024-08-17
TXN001590,CUST5364,PROJ-1006,B-0409,1514000,593000,921000,0,0,1,2025-06-01,2025-06-02
TXN001691,CUST3250,PROJ-1006,E-2307,937000,937000,0,0,0,2,2024-01-09,2024-01-11
TXN001817,CUST3824,PROJ-1004,D-0402,2304000,2273000,0,31000,0,5,2025-12-05,2025-12-10
TXN002017,CUST2937,PROJ-1001,B-0212,630000,623000,0,7000,0,2,2025-12-06,2025-12-08
TXN000128,CUST7256,PROJ-1005,E-1707,809000,809000,0,0,0,6,2025-10-18,2025-10-24
TXN000492,CUST6339,PROJ-1002,E-2102,1359000,1359000,0,0,0,7,2024-09-06,2024-09-13
TXN001437,CUST9122,PROJ-1008,E-1906,627000,331000,296000,0,0,3,2024-11-10,2024-11-13
TXN000271,CUST1357,PROJ-1002,A-0711,1349000,1287000,0,62000,0,25,2024-02-13,2024-03-09
TXN002173,CUST5478,PROJ-1008,C-1501,509000,509000,0,0,0,6,2024-08-16,2024-08-22
TXN002051,CUST3109,PROJ-1003,B-1509,2361000,2361000,0,0,0,0,2024-10-24,2024-10-24
TXN000824,CUST1022,PROJ-1002,C-2110,1140000,489000,609000,42000,0,4,2025-09-18,2025-09-22
TXN002342,CUST1445,PROJ-1002,B-1107,1446000,1446000,0,0,0,0,2024-06-28,2024-06-28
TXN002590,CUST1854,PROJ-1008,B-3006,1205000,1376000,-171000,0,28000,14,2024-08-29,
TXN000738,CUST7810,PROJ-1001,E-0406,1389000,0,1389000,0,0,13,2025-02-08,
TXN000144,CUST6933,PROJ-1006,D-1901,1322000,1322000,0,0,0,8,2024-03-19,2024-03-27
TXN000244,CUST8032,PROJ-1004,A-2302,412000,412000,0,0,0,6,2025-11-27,2025-12-03
TXN000834,CUST4678,PROJ-1002,A-1006,475000,255000,198000,22000,0,6,2024-07-01,2024-07-07
TXN001742,CUST5426,PROJ-1003,B-2909,1177000,1177000,0,0,0,24,2024-06-14,2024-07-08
TXN001751,CUST6798,PROJ-1003,E-2702,939000,939000,0,0,0,21,2025-08-02,2025-08-23
TXN001772,CUST6677,PROJ-1004,E-1112,1381000,417000,964000,0,0,2,2024-12-20,2024-12-22
TXN000497,CUST8122,PROJ-1005,C-0310,568000,568000,0,0,0,22,2025-01-13,2025-02-04
TXN001238,CUST3964,PROJ-1004,C-0708,1255000,1255000,0,0,0,24,2024-06-18,2024-07-12
TXN001998,CUST1084,PROJ-1002,D-1406,337000,0,337000,0,0,17,2025-12-05,
TXN001665,CUST2992,PROJ-1004,B-1310,1168000,1168000,0,0,0,9,2024-01-28,2024-02-06
TXN000587,CUST3502,PROJ-1006,C-2010,340000,340000,0,0,0,2,2025-04-22,2025-04-24
TXN001082,CUST4741,PROJ-1004,D-0601,1557000,1557000,0,0,0,22,2024-03-06,2024-03-28
TXN001819,CUST6492,PROJ-1001,B-1307,673000,0,673000,0,0,0,2025-08-20,
TXN001981,CUST1181,PROJ-1003,D-1407,538000,538000,0,0,0,21,2024-07-12,2024-08-02
TXN002082,CUST9368,PROJ-1002,B-2701,507000,395000,112000,0,0,19,2024-02-07,2024-02-26
TXN002258,CUST4962,PROJ-1005,C-1909,371000,371000,0,0,0,6,2024-06-04,2024-06-10
TXN001235,CUST4302,PROJ-1003,E-0906,943000,444000,499000,0,0,9,2025-04-01,2025-04-10
TXN002033,CUST5736,PROJ-1007,C-0203,1280000,974000,306000,0,0,5,2025-04-16,2025-04-21
TXN000511,CUST8775,PROJ-1007,C-0509,512000,512000,0,0,0,27,2024-11-19,2024-12-16
TXN001705,CUST9851,PROJ-1007,A-0209,1545000,663000,882000,0,0,27,2025-08-19,2025-09-15
TXN000515,CUST1931,PROJ-1002,E-2204,2338000,2226000,0,112000,0,11,2025-01-19,2025-01-30
TXN000428,CUST3525,PROJ-1008,E-1006,1172000,265000,907000,0,0,2,2024-05-12,2024-05-14
TXN001496,CUST2899,PROJ-1002,A-1307,368000,368000,0,0,0,6,2024-02-02,2024-02-08
TXN001431,CUST9549,PROJ-1003,B-2810,1173000,390000,783000,0,0,3,2024-10-13,2024-10-16
TXN001568,CUST8784,PROJ-1002,E-2004,1239000,732000,507000,0,0,4,2025-11-16,2025-11-20
TXN002302,CUST1047,PROJ-1003,A-0809,1355000,1355000,0,0,0,13,2025-07-17,2025-07-30
TXN000682,CUST3014,PROJ-1007,B-2409,1721000,0,1721000,0,0,10,2024-11-21,
TXN001604,CUST9964,PROJ-1004,C-0606,1001000,711000,290000,0,0,23,2025-02-19,2025-03-14
TXN001425,CUST7655,PROJ-1003,E-2506,2419000,2335000,0,84000,0,5,2025-08-09,2025-08-14
TXN000373,CUST4773,PROJ-1002,D-2606,552000,552000,0,0,0,16,2025-10-24,2025-11-09
TXN000891,CUST5646,PROJ-1007,E-0709,708000,0,708000,0,0,2,2025-11-18,
TXN001234,CUST9341,PROJ-1006,B-1304,1162000,1123000,0,39000,0,7,2025-01-18,2025-01-25
TXN000673,CUST1310,PROJ-1003,C-2604,1066000,1035000,0,31000,0,18,2025-05-18,2025-06-05
TXN001416,CUST1755,PROJ-1007,B-0811,1444000,680000,764000,0,0,0,2025-12-11,2025-12-11
TXN000007,CUST3677,PROJ-1004,D-1305,1461000,493000,968000,0,0,15,2024-02-02,2024-02-17
TXN000852,CUST8587,PROJ-1003,A-2911,421000,278000,143000,0,0,30,2024-06-13,2024-07-13
TXN002485,CUST8674,PROJ-1006,A-2511,1197000,1554000,-357000,0,0,7,2024-08-16,2024-08-23
TXN001877,CUST8869,PROJ-1001,A-0704,849000,560000,289000,0,0,4,2024-06-09,2024-06-13
TXN001191,CUST6431,PROJ-1001,A-1106,758000,758000,0,0,0,23,2025-09-30,2025-10-23
TXN001479,CUST5352,PROJ-1006,D-0507,1199000,1199000,0,0,0,15,2025-06-07,2025-06-22
TXN000279,CUST6435,PROJ-1001,E-0703,1552000,1488000,0,64000,0,9,2024-05-31,2024-06-09
TXN001251,CUST4715,PROJ-1003,C-1602,1567000,0,1567000,0,0,12,2025-06-19,
TXN000237,CUST5740,PROJ-1005,E-0909,371000,0,371000,0,0,20,2024-10-10,
TXN000009,CUST3287,PROJ-1005,B-2409,1551000,1551000,0,0,0,3,2025-01-05,2025-01-08
TXN000569,CUST6855,PROJ-1003,B-0205,1240000,1240000,0,0,0,7,2024-10-25,2024-11-01
TXN002451,CUST8081,PROJ-1004,D-2811,929000,929000,0,0,0,14,2025-03-28,2025-04-11
TXN000142,CUST3730,PROJ-1007,D-1208,485000,327000,158000,0,0,1,2024-02-28,2024-02-29
TXN002469,CUST5542,PROJ-1008,B-0406,670000,670000,0,0,0,14,2024-05-21,2024-06-04
TXN000926,CUST8582,PROJ-1001,E-1501,329000,329000,0,0,0,1,2025-08-31,2025-09-01
TXN001752,CUST6626,PROJ-1003,C-0810,1504000,967000,537000,0,0,8,2024-05-19,2024-05-27
TXN001051,CUST2829,PROJ-1001,C-2401,1831000,1831000,0,0,0,10,2024-05-28,2024-06-07
TXN000675,CUST3359,PROJ-1005,B-0902,922000,922000,0,0,0,2,2024-11-29,2024-12-01
TXN000571,CUST5447,PROJ-1005,C-0409,1737000,1737000,0,0,31000,5,2025-05-11,2025-05-16
TXN002094,CUST7034,PROJ-1006,C-2103,838000,200000,630000,8000,0,10,2024-12-21,2024-12-31
TXN002492,CUST9684,PROJ-1007,D-1807,395000,561000,-181000,15000,0,21,2024-09-12,2024-10-03
TXN001565,CUST5370,PROJ-1003,E-2904,1689000,1689000,0,0,0,14,2025-12-17,2025-12-31
TXN002021,CUST2978,PROJ-1001,E-2007,1460000,1032000,428000,0,0,5,2024-12-04,2024-12-09
TXN001075,CUST3294,PROJ-1001,B-1705,416000,160000,256000,0,0,8,2024-06-11,2024-06-19
TXN001110,CUST1118,PROJ-1001,D-2607,1399000,1369000,0,30000,0,4,2025-10-29,2025-11-02
TXN001208,CUST4944,PROJ-1006,E-0111,1095000,1095000,0,0,0,22,2024-12-18,2025-01-09
TXN000932,CUST8871,PROJ-1008,C-1011,558000,558000,0,0,0,6,2024-04-19,2024-04-25
TXN002110,CUST7542,PROJ-1005,D-0503,2124000,2124000,0,0,36000,0,2024-08-27,2024-08-27
TXN002480,CUST2918,PROJ-1004,E-0306,520000,520000,0,0,0,239,2024-02-22,2024-10-18
TXN002162,CUST3965,PROJ-1003,B-1803,814000,420000,394000,0,0,30,2025-01-01,2025-01-31
TXN001032,CUST6606,PROJ-1004,E-1812,895000,895000,0,0,0,0,2024-09-24,2024-09-24
TXN001791,CUST5026,PROJ-1002,E-1609,444000,444000,0,0,0,13,2024-01-24,2024-02-06
TXN000877,CUST5263,PROJ-1007,E-0606,698000,681000,0,17000,0,9,2024-01-29,2024-02-07
TXN002296,CUST8129,PROJ-1008,D-0401,944000,944000,0,0,0,10,2025-03-28,2025-04-07
TXN001721,CUST6815,PROJ-1005,B-2006,559000,0,552000,7000,0,7,2024-09-17,
TXN000371,CUST2275,PROJ-1006,E-0907,1141000,1141000,0,0,0,21,2025-05-08,2025-05-29
TXN001273,CUST7443,PROJ-1005,C-1511,1118000,0,1118000,0,0,16,2025-04-26,
TXN001920,CUST5431,PROJ-1003,A-0703,333000,333000,0,0,0,4,2024-01-11,2024-01-15
TXN000705,CUST1719,PROJ-1006,A-0704,983000,983000,0,0,0,3,2025-07-21,2025-07-24
TXN000556,CUST4897,PROJ-1003,A-0206,1265000,1265000,0,0,0,0,2025-12-25,2025-12-25
TXN002120,CUST7953,PROJ-1007,B-0712,1295000,1239000,0,56000,0,3,2024-11-23,2024-11-26
TXN001097,CUST2441,PROJ-1004,D-0806,2146000,2146000,0,0,0,11,2024-10-25,2024-11-05
TXN000689,CUST2070,PROJ-1003,E-0512,367000,367000,0,0,0,13,2025-06-19,2025-07-02
TXN001023,CUST1625,PROJ-1002,C-0110,786000,786000,0,0,0,0,2024-05-02,2024-05-02
TXN000376,CUST4594,PROJ-1003,D-2003,1381000,1381000,0,0,0,4,2025-12-03,2025-12-07
TXN002155,CUST9529,PROJ-1005,E-3006,909000,0,909000,0,0,7,2025-09-04,
TXN000161,CUST2946,PROJ-1005,B-0407,1634000,1634000,0,0,0,2,2024-05-27,2024-05-29
TXN000881,CUST7402,PROJ-1004,A-1601,577000,577000,0,0,0,5,2025-03-05,2025-03-10
TXN002278,CUST5913,PROJ-1001,C-0111,1190000,1173000,0,17000,0,9,2025-04-20,2025-04-29
TXN002468,CUST2132,PROJ-1002,C-1810,398000,398000,0,0,0,27,2025-04-20,2025-05-17
TXN000370,CUST6309,PROJ-1001,A-2309,1675000,1675000,0,0,0,10,2025-01-20,2025-01-30
TXN002338,CUST5754,PROJ-1005,C-0605,1568000,517000,974000,77000,0,0,2025-01-11,2025-01-11
TXN001398,CUST7181,PROJ-1008,C-1405,1338000,1338000,0,0,0,14,2024-01-24,2024-02-07
TXN002163,CUST1523,PROJ-1005,A-0902,591000,591000,0,0,0,21,2025-01-16,2025-02-06
TXN002069,CUST6058,PROJ-1002,A-1707,1753000,1753000,0,0,0,7,2025-05-27,2025-06-03
TXN002201,CUST7322,PROJ-1006,E-1607,1355000,1355000,0,0,0,4,2024-06-17,2024-06-21
TXN000987,CUST3242,PROJ-1004,E-1304,878000,878000,0,0,0,4,2025-05-23,2025-05-27
TXN000213,CUST2692,PROJ-1007,A-0306,1195000,248000,947000,0,0,5,2025-02-27,2025-03-04
TXN000934,CUST1698,PROJ-1008,C-0508,790000,255000,525000,10000,0,7,2025-12-24,2025-12-31
TXN002577,CUST6908,PROJ-1006,D-0104,1498000,1182000,316000,0,0,-13,2025-07-07,2025-06-24
TXN001196,CUST3449,PROJ-1007,A-3011,936000,386000,550000,0,0,0,2025-05-21,2025-05-21
TXN000358,CUST8765,PROJ-1001,B-1804,1010000,1010000,0,0,0,2,2025-10-11,2025-10-13
TXN000604,CUST3883,PROJ-1005,A-2408,329000,329000,0,0,0,22,2024-03-06,2024-03-28
TXN002092,CUST4582,PROJ-1008,D-1711,725000,725000,0,0,0,23,2025-12-24,2026-01-16
TXN002274,CUST5927,PROJ-1005,B-2812,1126000,1126000,0,0,0,14,2024-01-25,2024-02-08
TXN000625,CUST1871,PROJ-1008,B-0501,792000,779000,0,13000,0,0,2025-05-21,2025-05-21
TXN002424,CUST4220,PROJ-1004,C-1801,475000,475000,0,0,0,5,2025-06-23,2025-06-28
TXN000574,CUST9570,PROJ-1008,C-0612,830000,830000,0,0,0,2,2025-12-11,2025-12-13
TXN001106,CUST4770,PROJ-1006,B-0705,1045000,0,1045000,0,0,0,2024-12-29,
TXN001942,CUST6658,PROJ-1005,D-2506,1125000,1125000,0,0,0,2,2024-01-12,2024-01-14
TXN001247,CUST6254,PROJ-1003,C-1403,1843000,532000,1311000,0,0,13,2025-11-19,2025-12-02
TXN002005,CUST3483,PROJ-1001,D-1103,2463000,2463000,0,0,0,6,2025-12-09,2025-12-15
TXN001799,CUST5782,PROJ-1006,D-2204,475000,475000,0,0,0,8,2025-05-14,2025-05-22
TXN001790,CUST2359,PROJ-1002,B-2404,410000,410000,0,0,0,1,2025-07-03,2025-07-04
TXN000578,CUST9202,PROJ-1003,E-0809,1143000,1108000,0,35000,12000,2,2024-10-15,2024-10-17
TXN001554,CUST8765,PROJ-1008,C-1303,1443000,1434000,0,9000,0,1,2024-04-12,2024-04-13
TXN001921,CUST4438,PROJ-1005,B-0410,457000,457000,0,0,0,7,2025-03-28,2025-04-04
TXN002386,CUST3798,PROJ-1002,E-1306,1647000,702000,945000,0,0,13,2024-12-19,2025-01-01
TXN001623,CUST8275,PROJ-1007,B-2603,1014000,0,1014000,0,0,10,2025-04-12,
TXN001471,CUST1416,PROJ-1006,B-3001,322000,316000,0,6000,0,1,2024-08-25,2024-08-26
TXN000209,CUST9204,PROJ-1002,C-0202,743000,574000,169000,0,0,28,2025-02-10,2025-03-10
TXN002215,CUST9861,PROJ-1001,A-0709,2210000,2210000,0,0,0,10,2024-09-18,2024-09-28
TXN000992,CUST9014,PROJ-1008,E-1411,630000,422000,208000,0,0,8,2024-03-03,2024-03-11
TXN001059,CUST8280,PROJ-1006,B-1512,721000,721000,0,0,0,0,2025-02-16,2025-02-16
TXN001177,CUST1716,PROJ-1006,E-0103,1701000,1701000,0,0,0,22,2024-07-24,2024-08-15
TXN000336,CUST1035,PROJ-1004,C-1211,1374000,1374000,0,0,0,7,2024-06-17,2024-06-24
TXN001120,CUST4896,PROJ-1001,B-1306,600000,600000,0,0,0,5,2025-08-14,2025-08-19
TXN000608,CUST6185,PROJ-1002,E-1408,891000,891000,0,0,0,15,2025-01-11,2025-01-26
TXN000680,CUST8401,PROJ-1007,A-0108,1607000,1607000,0,0,0,3,2025-05-08,2025-05-11
TXN001944,CUST4241,PROJ-1003,E-1412,866000,866000,0,0,0,3,2024-12-13,2024-12-16
TXN002559,CUST2133,PROJ-1004,A-0702,1649000,1649000,0,0,874000,6,2024-11-18,2024-11-24
TXN002119,CUST8870,PROJ-1007,A-0406,434000,434000,0,0,0,29,2024-04-07,2024-05-06
